atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Al-Khaibari,Al-Khaibari,102842,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_4pu9ETA.png,3,1.6,Abdullah Mohammed Al Khaibari / Alkhaibari,0.0,4,3.43,4,al-khaibari,6,0.0,,,,,,2.0,,,1.0,2.0,,,,,,,,,,
Adams,Adams,102866,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_cC3zn7G.png,3,5.6,Tyler Shaan Adams - Richard Willams,4.2,4,8.16,4,adams,7,0.04,,1.0,,,,11.0,4.0,,,5.0,,,,,,,,,,
Canobbio,Canobbio,102928,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/22/photo_FORMATO_DbZKUln.png,3,5.8,Agustín Canobbio Graviz,0.0,5,6.2,4,canobbio,6,0.0,,,1.0,,,7.0,7.0,,2.0,5.0,,1.0,,,1.0,,,,,
Brian Rodríguez,B. Rodríguez,102931,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_lavBYmq.png,3,1.1,Paul Brian Rodríguez Bravo,0.0,5,5.44,4,brian-rodriguez,6,0.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,
Darwin Núñez,D. Núñez,102935,Uruguai,2356,0.9530294429,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ll0slMu.png,3,0.5,Darwin Gabriel Núñez Ribeiro,0.0,5,7.35,4,darwin-nunez,6,0.0,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,
Alcívar,Alcívar,102938,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_3Kn5Ph2.png,1,-1.3,Jordy José Alcívar Macías,0.0,4,2.79,4,alcivar,6,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,
Pellistri,Pellistri,102954,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_kyWlbXl.png,0,0.0,Facundo Pellistri Rebollo,0.0,5,6.0,4,pellistri,6,0.0,,,,,,,,,,,,,,,,,,,,
Isidor,Isidor,103005,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_AfBObQf.png,3,4.33,Wilson Isidor,0.0,5,5.84,4,isidor,6,0.0,,,,,,2.0,3.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,
Juninho Bacuna,J. Bacuna,103059,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_eBspXnF.png,3,5.77,Juninho Gracielo Bacuna,0.0,4,5.78,4,juninho-bacuna,6,0.0,,2.0,,,,11.0,6.0,1.0,3.0,2.0,,,,,,,,,,
Cucurella,Cucurella,103067,Espanha,2326,0.8608974382,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_tfhRR32.png,4,9.4,Marc Cucurella Saseta,16.9,2,15.17,4,cucurella,7,2.5,2.0,,,,,3.0,5.0,2.0,1.0,3.0,,,,,1.0,,,,4.0,
Ndicka,Ndicka,103086,Costa do Marfim,2350,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_90NwirR.png,0,0.0,Obite Evan N'Dicka,0.0,3,6.0,4,ndicka,6,0.0,,,,,,,,,,,,,,,,,,,,
Éderson,Éderson,103099,Brasil,2318,0.7320270084,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/07/photo_FORMATO.png,1,0.5,Éderson José dos Santos Lourenço da Silva,0.0,4,3.41,4,ederson,2,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,
Gyökeres,Gyökeres,103110,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_Eo1xEFG.png,4,7.65,Viktor Einar Gyökeres,6.2,5,15.11,4,gyokeres,7,-0.14,2.0,1.0,,,,2.0,4.0,5.0,3.0,7.0,,1.0,,,1.0,,,,,
Aït-Nouri,Aït-Nouri,103149,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ZcY62Es.png,4,5.88,Rayan Ait Nouri,11.9,2,10.59,4,ait-nouri,6,2.09,,,,,,15.0,6.0,,1.0,4.0,,,,,,,,,,
Pedro Porro,P. Porro,103184,Espanha,2326,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_QshlC2Q.png,2,12.45,Pedro Antonio Porro Sauceda,16.7,2,12.75,4,pedro-porro,2,3.43,,,,,,3.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,2.0,
Paik Seung-Ho,P. Seung-Ho,103187,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_lDo5YxW.png,2,0.5,Seung-Ho Paik,0.0,4,3.71,4,paik-seung-ho,6,0.0,,,,,,,,,,2.0,,,,,,,,,,
Cucho Hernández,C. Hernández,103251,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_bPJhIQE.png,0,0.0,Juan Camilo Hernández Suárez,0.0,5,7.0,4,cucho-hernandez,6,0.0,,,,,,,,,,,,,,,,,,,,
Roldán,Roldán,103263,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_eyTCflT.png,0,0.0,Cristian Roldán,0.0,4,6.0,4,roldan,6,0.0,,,,,,,,,,,,,,,,,,,,
Lionel Scaloni,L. Scaloni,103269,Argentina,2357,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/10/photo_FORMATO_CRzgM8X.png,4,8.22,Lionel Sebastián Scaloni,7.5,6,12.61,4,lionel-scaloni,7,0.45,,,,,,,,,,,,,,,,,,,,4.0
Lucumí,Lucumí,103318,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_lEfASCV.png,1,6.2,Jhon Jáner Lucumí Bonilla,0.0,3,7.89,4,lucumi,6,0.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,
Saliba,Saliba,103340,França,2385,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_4XzDtsH.png,3,5.4,William Alain André Gabriel Saliba,4.4,3,10.11,4,saliba,7,-0.46,,,,,,4.0,2.0,,1.0,,,,,,,,,,2.0,
Dumfries,Dumfries,103351,Holanda,2381,0.8167129837,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_CKfLLWM.png,4,4.22,Denzel Justus Morris Dumfries,0.0,2,9.23,4,dumfries,7,-1.09,2.0,,,,,3.0,6.0,1.0,2.0,3.0,,,,,1.0,,,,,
Konan,Konan,103419,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_YARY7se.png,3,4.37,Ghislain Niclomande Konan - N'clomande,5.8,2,5.12,4,konan,7,1.1,,,,,,4.0,,,2.0,1.0,,,,,,,,,1.0,
Édouard Mendy,E. Mendy,103423,Senegal,2347,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_pqZ0iCm.png,2,2.2,Édouard Osoque Mendy,0.0,1,9.35,4,edouard-mendy,6,0.0,,,,8.0,,,,,,,,,,6.0,,,,,,
Sibo,Sibo,103453,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Qtc4KaC.png,2,-0.3,Kwasi Sibo,0.0,4,2.57,4,sibo,6,0.0,,,,,,1.0,7.0,,,,,,,,,,,,,
Fassnacht,Fassnacht,103461,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_sxToFrW.png,1,0.0,Christian Andreas Fassnacht,0.0,4,4.9,4,fassnacht,6,0.0,,,,,,,,,,,,,,,,,,,,
Aebischer,Aebischer,103470,Suíça,2320,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_PEgzoBL.png,3,1.27,Michel Aebischer,0.0,4,2.8,4,aebischer,6,-0.3,,,,,,1.0,2.0,2.0,,1.0,,,,,,,,,,
Mohanad Ali,M. Ali,103536,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_8o0K4yg.png,1,0.0,Mohanad Ali Kadhim Al-Shammari,0.0,5,1.61,4,mohanad-ali,6,0.0,,,,,,,,,,,,,,,,,,,,
Sulaka,Sulaka,103542,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_951TLcp.png,2,-0.5,Rebin Ghareeb Solaka Adhamat,0.0,3,1.83,4,sulaka,6,0.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,
Castagne,Castagne,103561,Bélgica,2392,0.7640773779,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_28JUw5x.png,4,4.47,Timothy Castagne,7.4,2,7.56,4,castagne,7,0.74,,1.0,,,,9.0,4.0,,2.0,,,,,,,,,,1.0,
Chory,Chory,103612,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_1iDoeL8.png,2,-0.2,Tomáš Chorý - Tomás,0.0,5,3.32,4,chory,6,0.0,,,,,,,3.0,,,1.0,,,,,,,,,,
Chong,Chong,103629,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_NMB1wDf.png,3,3.53,Tahith Jose Girigorio Djorkaef Chong,0.0,4,3.68,4,chong,6,0.0,,,,,,1.0,3.0,2.0,2.0,12.0,,,,,,,,,,
Celik,Celik,103646,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_twn7xAR.png,2,2.7,Mehmet Zeki Çelik,0.0,2,5.55,4,celik,6,0.0,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
Rafael Leão,R. Leão,103648,Portugal,2390,0.8633435432,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_qmX3zx6.png,4,4.58,Rafael Alexandre da Conceição Leão,8.8,5,10.93,4,rafael-leao,7,1.04,1.0,,,,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,
Ditta,Ditta,103674,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_220x220_aoyGrri.png,0,0.0,Willer Emilio Ditta Pérez,0.0,3,5.0,4,ditta,6,0.0,,,,,,,,,,,,,,,,,,,,
Dargahi,Dargahi,103680,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_7a8e57A.png,0,0.0,Dennis-Yerai Eckert Ayensa,0.0,5,5.0,4,dargahi,6,0.0,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,J. Álvarez,103687,Argentina,2357,0.9683252785,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_ui3MC5S.png,4,1.58,Julián Álvarez,1.2,5,9.98,4,julian-alvarez,6,-1.05,,,,,,3.0,2.0,2.0,,,,,,,,,,,,
Alvarado,Alvarado,103713,México,2360,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_E8I0xg9.png,3,7.67,Roberto Carlos Alvarado Hernández,7.3,4,9.13,4,alvarado,7,0.77,3.0,,,,,3.0,3.0,,3.0,4.0,,,,,,,,,,
Tchouaméni,Tchouaméni,103756,França,2385,0.9018995696,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_94wXyyB.png,3,9.8,Aurélien Djani Tchouaméni,6.0,4,14.92,4,tchouameni,7,-0.92,1.0,1.0,,,,16.0,4.0,,2.0,2.0,,,,,,,,,,
Koundé,Koundé,103759,França,2385,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_Dm2opHT.png,4,4.95,Jules Olivier Kounde,7.0,2,10.16,4,kounde,7,0.44,,,,,,6.0,2.0,,,3.0,,,,,1.0,,,,2.0,
Valery,Valery,103775,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_rGCte6L.png,3,1.57,Yan Valéry,0.0,2,3.24,4,valery,6,0.0,,,,,,4.0,4.0,,,,,,,,1.0,,,,,
Sadílek,Sadílek,103857,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_A1YzQ4D.png,2,3.0,Michal Sadílek,0.0,4,4.34,4,sadilek,6,0.0,,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,
Pineda,Pineda,103888,México,2360,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_XDIaX80.png,1,1.8,Orbelín Pineda Alvarado,1.8,4,5.81,4,pineda,6,-0.19,,,,,,,,,1.0,2.0,,,,,,,,,,
Zendejas,Zendejas,103893,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_CiduVhJ.png,1,-0.3,Alejandro Zendejas Saavedra - Álex,0.0,5,5.62,4,zendejas,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Huerta,Huerta,103897,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_synIfeO.png,0,0.0,César Saúl Huerta Valera,0.0,5,5.0,4,huerta,6,0.0,,,,,,,,,,,,,,,,,,,,
Nmecha,Nmecha,103898,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_4Gub075.png,4,9.55,Felix Kalu Nmecha,1.2,4,12.39,4,nmecha,6,-0.49,1.0,,,,,12.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,1.0,,
Lee Kang-In,L. Kang-In,103900,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_XNwpOR8.png,2,5.75,Lee Kangin,0.0,4,7.96,4,lee-kang-in,6,0.0,1.0,,,,,1.0,,1.0,1.0,6.0,,,,,,,,,,
Eric García,E. García,103908,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_5Ejkctq.png,0,0.0,Eric García Martret,0.0,3,7.0,4,eric-garcia,6,0.0,,,,,,,,,,,,,,,,,,,,
Saka,Saka,103976,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_5hjmxIl.png,4,4.37,Bukayo Ayoyinka Saka,1.5,5,12.71,4,saka,6,-1.45,2.0,,,,,1.0,1.0,2.0,2.0,5.0,,,,,2.0,,,,,
Mazraoui,Mazraoui,104038,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_CwcFIO2.png,4,3.9,Noussair Mazraoui,4.5,2,6.95,4,mazraoui,7,0.59,,,,,,7.0,3.0,,,2.0,,,,,,,,,1.0,
Gravenberch,Gravenberch,104042,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_rs5Mnwe.png,4,5.73,Ryan Jiro Gravenberch - Giro,1.7,4,8.96,4,gravenberch,7,-0.55,2.0,,,,,7.0,5.0,,3.0,3.0,,,,,,,,,,
Lang,Lang,104208,Holanda,2381,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_2T5XraX.png,2,0.25,Noa Noëll Lang,0.0,5,3.57,4,lang,6,0.0,,,,,,,,,,1.0,,,,,,,,,,
Lisandro Martínez,L. Martínez,104776,Argentina,2357,0.8213827776,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_whKNi7I.png,3,9.07,Lisandro Martínez,13.0,3,11.54,4,lisandro-martinez,7,2.27,1.0,,,,,3.0,1.0,,,,,1.0,,,,,,,2.0,
Cáceres,Cáceres,104781,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_k32slXe.png,3,1.67,Sebastián Enzo Cáceres Ramos,0.0,3,4.69,4,caceres,6,0.0,,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,
Demiral,Demiral,104813,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_CZLEEIL.png,2,3.5,Merih Demiral,0.0,3,6.61,4,demiral,6,0.0,,,,,,1.0,1.0,2.0,4.0,1.0,,,,,3.0,,,,,
Davies,Davies,104961,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_uzwmaLi.png,0,0.0,Alphonso Boyle Davies,0.0,2,11.0,4,davies,6,0.0,,,,,,,,,,,,,,,,,,,,
Wright,Wright,104967,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_5pBS8VS.png,1,-0.1,Haji Amir Wright,0.0,5,5.63,4,wright,6,0.0,,,,,,,,,,,,,,,1.0,,,,,
Campaz,Campaz,105102,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_wzwhel6.png,0,0.0,Jáminton Leandro Campaz,0.0,4,4.0,4,campaz,6,0.0,,,,,,,,,,,,,,,,,,,,
Porozo,Porozo,105112,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_cO44nRV.png,1,-1.6,Jackson Gabriel Porozo Vernaza,0.0,3,2.68,4,porozo,6,0.0,,1.0,,,,,2.0,,,,,,,,,,,,,
Trossard,Trossard,105267,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_RcgfM5A.png,4,8.8,Leandro Trossard,10.4,5,11.0,4,trossard,7,0.0,1.0,,,,,5.0,3.0,1.0,,7.0,1.0,2.0,,,1.0,,,,,
João Félix,J. Félix,105288,Portugal,2390,0.886101035,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_zRz25PZ.png,2,7.95,João Félix Sequeira,0.0,5,9.8,4,joao-felix,6,0.0,,,,,,8.0,1.0,,4.0,2.0,,,,,,,,,,
Coufal,Coufal,105290,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ueUKfqX.png,2,3.4,Vladimír Coufal,0.0,2,6.68,4,coufal,6,0.0,1.0,,,,,1.0,4.0,,,3.0,,,,,,,,,,
Mosquera,Mosquera,105303,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_kGQxy3F.png,1,4.5,Orlando Mosquera,0.0,1,4.85,4,mosquera,6,0.0,,,,5.0,,,,,,,,,,2.0,,,,,,
Carrasquilla,Carrasquilla,105309,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_ZRsbCyU.png,0,0.0,Adalberto Eliécer Carrasquilla Alcázar,0.0,4,5.0,4,carrasquilla,6,0.0,,,,,,,,,,,,,,,,,,,,
Harvey,Harvey,105314,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_QeFMFFn.png,1,2.2,Carlos Miguel Harvey Cesneros,0.0,4,3.22,4,harvey,6,0.0,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
Blackman,Blackman,105360,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_ctFy9ZG.png,0,0.0,César Rodolfo Blackman Camarena,0.0,2,4.0,4,blackman,6,0.0,,,,,,,,,,,,,,,,,,,,
Fajardo,Fajardo,105361,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_BCM14up.png,1,-1.2,José Fajardo Nelson,0.0,5,2.85,4,fajardo,6,0.0,,1.0,,,,,2.0,,,1.0,,,,,1.0,,,,,
Carrascal,Carrascal,105436,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_yzO0CfD.png,0,0.0,Jorge Andrés Carrascal Guardo,0.0,4,6.0,4,carrascal,6,0.0,,,,,,,,,,,,,,,,,,,,
Matheus Cunha,M. Cunha,105605,Brasil,2318,0.9128787432,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_xpV6KPT.png,4,8.68,Matheus Santos Carneiro da Cunha,2.9,5,10.65,4,matheus-cunha,7,-1.02,,,,,,3.0,1.0,2.0,4.0,2.0,,3.0,,,1.0,,,,,
Maurício,Maurício,105647,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/13/photo_FORMATO_ksAC1IS.png,3,5.6,Maurício Magalhães Prado,1.7,4,6.7,4,mauricio,6,-0.18,,,,,,4.0,2.0,2.0,,2.0,,1.0,,,,,,,,
Ueda,Ueda,105728,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_twBhwkI.png,4,6.67,Ayase Ueda,1.4,5,9.61,4,ueda,7,-0.21,1.0,,,,,,6.0,2.0,4.0,4.0,,2.0,,,1.0,,,,,
Maeda,Maeda,105729,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_xB14V29.png,3,6.87,Daizen Maeda,6.5,5,9.11,4,maeda,7,-0.08,,,,,,8.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,,
Kubo,Kubo,105730,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_NVIIxop.png,1,7.5,Takefusa Kubo,0.0,4,6.63,4,kubo,6,0.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
Itakura,Itakura,105736,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_SXZMAOA.png,2,5.6,Ko Itakura - Kou,0.0,3,5.86,4,itakura,6,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,
Osako,Osako,105741,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_QxI2iSY.png,0,0.0,Keisuke Osako,0.0,1,2.0,4,osako,6,0.0,,,,,,,,,,,,,,,,,,,,
Almoez Ali,A. Ali,105789,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_zXRVc1E.png,1,1.2,Almoez Ali Zainalabedeen Mohamed Abdulla - Zainelabdeen,0.0,5,5.32,4,almoez-ali,6,0.0,,,,,,,,1.0,,,,,,,,,,,,
Boudiaf,Boudiaf,105790,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_aMGiAgo.png,2,1.65,Karim Boudiaf,0.0,4,2.97,4,boudiaf,6,0.0,,,,,,1.0,,,1.0,2.0,,,,,,,,,,
Khoukhi,Khoukhi,105792,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_PkHPzqj.png,2,2.5,Boualem Khouki,0.0,3,3.43,4,khoukhi,6,0.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,
Fathi,Fathi,105794,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_YeIsO8q.png,2,1.45,Ahmed Fathi Mansi Abdoulla - Fathy Abdoun,0.0,4,2.15,4,fathi,6,0.0,,1.0,,,,3.0,2.0,,,,,,,,,,,,,
Madibo,Madibo,105795,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_2VeNIjZ.png,1,0.2,Assim Omer Al-Haj Madabo,0.0,4,2.49,4,madibo,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Pedro Miguel,P. Miguel,105797,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_6peR39R.png,2,5.1,Pedro Miguel Carvalho Deus Correia,0.0,3,5.46,4,pedro-miguel,6,0.0,,,,,,2.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,
Alaaeldin,Alaaeldin,105803,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Vj1OueS.png,2,1.45,Ahmed Alaa Eldin Bader Mohammed Abdelmotaal - Abelmotaal,0.0,5,2.17,4,alaaeldin,6,0.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,
Hatim Mohamed,H. Mohamed,105804,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_ZaB3XVl.png,1,-0.3,Abdulaziz Hatem Abdallah Mohammed - Abdelaziz Abdullah,0.0,4,2.35,4,hatim-mohamed,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Singh,Singh,105919,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_XFrvyG4.png,3,1.63,Sarpreet Singh,0.0,4,2.4,4,singh,6,0.0,,1.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,
Stiller,Stiller,105922,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_RvmZ0jR.png,1,1.5,Angelo Nicolas Stiller,0.0,4,4.61,4,stiller,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Fidalgo,Fidalgo,105924,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_VoMcQxI.png,2,4.5,Álvaro Fidalgo Fernández,0.0,4,5.81,4,fidalgo,6,0.0,,,,,,,,,,2.0,,1.0,,,,,,,,
Ojeda,Ojeda,105946,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_wazRrXl.png,0,0.0,Braian Óscar Ojeda Rodríguez,0.0,4,3.0,4,ojeda,6,0.0,,,,,,,,,,,,,,,,,,,,
Rochet,Rochet,105949,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_qY8QFtU.png,1,0.0,Sergio Ramón Rochet Álvarez,0.0,1,5.72,4,rochet,6,0.0,,,,,,,,,,,,,,,,,,,,
Mac Allister,M. Allister,105952,Argentina,2357,0.9541506654,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_2Kod4KZ.png,4,4.95,Alexis Mac Allister,10.5,4,10.04,4,mac-allister,7,1.42,1.0,,,,,7.0,5.0,1.0,2.0,6.0,,,,,,,,,,
Maxi Araújo,M. Araújo,105969,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_YpjifVS.png,3,9.93,Maximiliano Javier Araújo Vilches,0.0,4,10.95,4,maxi-araujo,6,0.0,1.0,,,,,3.0,2.0,1.0,1.0,7.0,,2.0,,,6.0,,,,,
Sanabria,Sanabria,105996,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_tdRI5iz.png,3,3.3,Juan Manuel Sanabria Magolé,0.0,4,4.65,4,sanabria,6,0.0,,1.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,
