atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Saka,Saka,103976,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_5hjmxIl.png,2,4.45,Bukayo Ayoyinka Saka,3.4,5,14.63,2,saka,6,-1.81,1.0,,,,,,1.0,1.0,4.0,,,,,1.0,,,,,
Mazraoui,Mazraoui,104038,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_CwcFIO2.png,2,5.55,Noussair Mazraoui,7.2,2,7.7,2,mazraoui,7,0.7,,,,,4.0,3.0,,,2.0,,,,,,,,,1.0,
Gravenberch,Gravenberch,104042,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_rs5Mnwe.png,2,8.35,Ryan Jiro Gravenberch - Giro,6.7,4,9.93,2,gravenberch,7,0.01,2.0,,,,4.0,2.0,,1.0,1.0,,,,,,,,,,
Lang,Lang,104208,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_2T5XraX.png,1,0.5,Noa Noëll Lang,0.5,5,4.22,2,lang,6,-0.78,,,,,,,,,1.0,,,,,,,,,,
Lisandro Martínez,L. Martínez,104776,Argentina,2357,0.8213827776,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_whKNi7I.png,2,7.1,Lisandro Martínez,4.7,3,9.27,2,lisandro-martinez,6,-0.48,,,,,3.0,1.0,,,,,,,,,,,,2.0,
Cáceres,Cáceres,104781,Uruguai,2356,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_k32slXe.png,2,2.5,Sebastián Enzo Cáceres Ramos,1.2,3,5.43,2,caceres,7,-0.73,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,
Demiral,Demiral,104813,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_CZLEEIL.png,2,3.5,Merih Demiral,4.4,3,6.61,2,demiral,7,0.06,,,,,1.0,1.0,2.0,4.0,1.0,,,,,3.0,,,,,
Davies,Davies,104961,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_uzwmaLi.png,0,0.0,Alphonso Boyle Davies,0.0,2,11.0,2,davies,6,0.0,,,,,,,,,,,,,,,,,,,
Wright,Wright,104967,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_5pBS8VS.png,1,-0.1,Haji Amir Wright,-0.1,5,5.63,2,wright,7,-1.37,,,,,,,,,,,,,,1.0,,,,,
Campaz,Campaz,105102,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_wzwhel6.png,0,0.0,Jáminton Leandro Campaz,0.0,4,4.0,2,campaz,6,0.0,,,,,,,,,,,,,,,,,,,
Porozo,Porozo,105112,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_cO44nRV.png,1,-1.6,Jackson Gabriel Porozo Vernaza,0.0,3,2.68,2,porozo,6,0.0,,1.0,,,,2.0,,,,,,,,,,,,,
Trossard,Trossard,105267,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_RcgfM5A.png,2,2.05,Leandro Trossard,1.6,5,7.22,2,trossard,7,-0.91,,,,,2.0,1.0,,,3.0,,,,,1.0,,,,,
João Félix,J. Félix,105288,Portugal,2390,0.886101035,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_zRz25PZ.png,1,8.3,João Félix Sequeira,8.3,5,9.36,2,joao-felix,7,1.36,,,,,4.0,1.0,,2.0,2.0,,,,,,,,,,
Coufal,Coufal,105290,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ueUKfqX.png,1,6.1,Vladimír Coufal,0.0,2,7.76,2,coufal,7,0.0,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,
Mosquera,Mosquera,105303,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_kGQxy3F.png,0,0.0,Orlando Mosquera,0.0,1,4.0,2,mosquera,7,0.0,,,,,,,,,,,,,,,,,,,
Carrasquilla,Carrasquilla,105309,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_ZRsbCyU.png,0,0.0,Adalberto Eliécer Carrasquilla Alcázar,0.0,4,5.0,2,carrasquilla,6,0.0,,,,,,,,,,,,,,,,,,,
Harvey,Harvey,105314,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_QeFMFFn.png,0,0.0,Carlos Miguel Harvey Cesneros,0.0,4,3.0,2,harvey,7,0.0,,,,,,,,,,,,,,,,,,,
Blackman,Blackman,105360,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_ctFy9ZG.png,0,0.0,César Rodolfo Blackman Camarena,0.0,2,4.0,2,blackman,7,0.0,,,,,,,,,,,,,,,,,,,
Fajardo,Fajardo,105361,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_BCM14up.png,0,0.0,José Fajardo Nelson,0.0,5,4.0,2,fajardo,6,0.0,,,,,,,,,,,,,,,,,,,
Carrascal,Carrascal,105436,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_yKZ4wAJ.png,0,0.0,Jorge Andrés Carrascal Guardo,0.0,4,6.0,2,carrascal,6,0.0,,,,,,,,,,,,,,,,,,,
Matheus Cunha,M. Cunha,105605,Brasil,2318,0.9128787432,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_xpV6KPT.png,2,9.2,Matheus Santos Carneiro da Cunha,17.9,5,10.91,2,matheus-cunha,7,3.47,,,,,1.0,,,,2.0,,2.0,,,1.0,,,,,
Maurício,Maurício,105647,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/13/photo_FORMATO_ksAC1IS.png,1,11.5,Maurício Magalhães Prado,0.0,4,7.21,2,mauricio,6,0.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,
Ueda,Ueda,105728,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_twBhwkI.png,2,12.5,Ayase Ueda,24.0,5,12.63,2,ueda,6,5.02,1.0,,,,,2.0,1.0,3.0,2.0,,2.0,,,,,,,,
Maeda,Maeda,105729,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_xB14V29.png,1,0.0,Daizen Maeda,0.0,5,6.46,2,maeda,7,0.0,,,,,,,,,,,,,,,,,,,
Kubo,Kubo,105730,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_NVIIxop.png,1,7.5,Takefusa Kubo,0.0,4,6.63,2,kubo,5,0.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
Itakura,Itakura,105736,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_SXZMAOA.png,1,11.2,Ko Itakura - Kou,11.2,3,7.13,2,itakura,6,3.13,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,
Osako,Osako,105741,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_QxI2iSY.png,0,0.0,Keisuke Osako,0.0,1,2.0,2,osako,6,0.0,,,,,,,,,,,,,,,,,,,
Almoez Ali,A. Ali,105789,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_zXRVc1E.png,0,0.0,Almoez Ali Zainalabedeen Mohamed Abdulla - Zainelabdeen,0.0,5,6.0,2,almoez-ali,6,0.0,,,,,,,,,,,,,,,,,,,
Boudiaf,Boudiaf,105790,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_aMGiAgo.png,1,2.8,Karim Boudiaf,0.0,4,3.39,2,boudiaf,7,0.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,
Khoukhi,Khoukhi,105792,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_PkHPzqj.png,1,4.2,Boualem Khouki,0.0,3,3.88,2,khoukhi,7,0.0,,,,,3.0,1.0,,,,,,,,,,,,,
Fathi,Fathi,105794,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_YeIsO8q.png,1,1.2,Ahmed Fathi Mansi Abdoulla - Fathy Abdoun,0.0,4,2.03,2,fathi,6,0.0,,,,,1.0,1.0,,,,,,,,,,,,,
Madibo,Madibo,105795,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/01/photo_FORMATO_2VeNIjZ.png,1,0.2,Assim Omer Al-Haj Madabo,0.0,4,2.49,2,madibo,3,0.0,,,,,,1.0,,,1.0,,,,,,,,,,
Pedro Miguel,P. Miguel,105797,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_6peR39R.png,1,2.7,Pedro Miguel Carvalho Deus Correia,0.0,3,4.16,2,pedro-miguel,7,0.0,,,,,1.0,1.0,,,3.0,,,,,,,,,,
Alaaeldin,Alaaeldin,105803,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Vj1OueS.png,1,2.7,Ahmed Alaa Eldin Bader Mohammed Abdelmotaal - Abelmotaal,0.0,5,2.55,2,alaaeldin,6,0.0,,,,,1.0,,1.0,,,,,,,,,,,,
Hatim Mohamed,H. Mohamed,105804,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_ZaB3XVl.png,0,0.0,Abdulaziz Hatem Abdallah Mohammed - Abdelaziz Abdullah,0.0,4,3.0,2,hatim-mohamed,6,0.0,,,,,,,,,,,,,,,,,,,
Singh,Singh,105919,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_XFrvyG4.png,2,2.45,Sarpreet Singh,0.5,4,2.7,2,singh,7,-0.44,,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,
Stiller,Stiller,105922,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_RvmZ0jR.png,0,0.0,Angelo Nicolas Stiller,0.0,4,5.0,2,stiller,6,0.0,,,,,,,,,,,,,,,,,,,
Fidalgo,Fidalgo,105924,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_VoMcQxI.png,1,1.0,Álvaro Fidalgo Fernández,0.0,4,4.38,2,fidalgo,6,0.0,,,,,,,,,2.0,,,,,,,,,,
Ojeda,Ojeda,105946,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_wazRrXl.png,0,0.0,Braian Óscar Ojeda Rodríguez,0.0,4,3.0,2,ojeda,6,0.0,,,,,,,,,,,,,,,,,,,
Rochet,Rochet,105949,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_qY8QFtU.png,0,0.0,Sergio Ramón Rochet Álvarez,0.0,1,7.0,2,rochet,6,0.0,,,,,,,,,,,,,,,,,,,
Mac Allister,M. Allister,105952,Argentina,2357,0.9541506654,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_2Kod4KZ.png,2,3.15,Alexis Mac Allister,1.4,4,9.19,2,mac-allister,6,-1.39,,,,,3.0,4.0,1.0,1.0,2.0,,,,,,,,,,
Maxi Araújo,M. Araújo,105969,Uruguai,2356,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_YpjifVS.png,2,13.5,Maximiliano Javier Araújo Vilches,16.8,4,12.61,2,maxi-araujo,7,2.62,1.0,,,,2.0,2.0,1.0,1.0,4.0,,2.0,,,4.0,,,,,
Sanabria,Sanabria,105996,Uruguai,2356,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_tdRI5iz.png,2,0.35,Juan Manuel Sanabria Magolé,0.0,4,2.91,2,sanabria,7,-0.56,,,,,,,,1.0,,,,,,1.0,,,,,
Enciso,Enciso,106011,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_MVmmtYl.png,2,8.3,Julio César Enciso Espínola,7.8,4,10.56,2,enciso,7,0.25,2.0,,,,2.0,,,2.0,4.0,,,,,,,,,,
Jesse Marsch,J. Marsch,106019,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_DUdbkIZ.png,1,4.81,Jesse Alan Marsch,0.0,6,4.89,2,jesse-marsch,7,0.0,,,,,,,,,,,,,,,,,,,
Mensah,Mensah,106029,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_DH4QoTS.png,1,6.4,Gideon Mensah,6.4,2,4.65,2,mensah,7,1.65,,,,,1.0,2.0,,,1.0,,,,,,,,,1.0,
Haaland,Haaland,106032,Noruega,2323,0.7651852799,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_bAE0Jr3.png,2,20.6,Erling Braut Haland - Håland,21.1,5,27.32,2,haaland,6,0.99,,,,,1.0,4.0,3.0,1.0,3.0,1.0,4.0,,,,,,,,
Pongracic,Pongracic,106037,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_ItUkHn5.png,0,0.0,Marin Pongračić,0.0,3,6.0,2,pongracic,6,0.0,,,,,,,,,,,,,,,,,,,
McLean,McLean,106040,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_TQ9TUIb.png,2,0.85,Kenneth McLean - Kenny,3.0,4,3.82,2,mclean,6,0.23,,1.0,,,2.0,1.0,,,,,,,,,,,,,
Foster,Foster,106045,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO.png,1,1.3,Lyle Brent Foster,0.0,5,3.68,2,foster,6,0.0,,,,,,,,1.0,1.0,,,,,,,,,,
Adams,Adams,106067,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO.png,2,1.25,Ché Zach Everton Fred Adams - Che Sac,2.0,5,5.42,2,adams,7,-0.41,,,,,1.0,4.0,1.0,,2.0,,,,,,,,,,
Muñoz,Muñoz,106163,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_hYJUMAK.png,0,0.0,Daniel Muñoz Mejía,0.0,2,8.0,2,munoz,7,0.0,,,,,,,,,,,,,,,,,,,
Jorge Sánchez,J. Sánchez,106254,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_sZbEZdX.png,0,0.0,Jorge Eduardo Sánchez Ramos,0.0,2,6.0,2,jorge-sanchez,7,0.0,,,,,,,,,,,,,,,,,,,
Bellegarde,Bellegarde,106265,Haiti,2334,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_GCWnTtX.png,2,2.4,Jean-Ricner Bellegarde - Jean Ricner,0.5,4,5.39,2,bellegarde,7,-0.94,,1.0,,,2.0,1.0,,2.0,3.0,,,,,,,,,,
Preciado,Preciado,106302,Equador,2372,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_SPO23ve.png,2,4.25,Ángelo Smit Preciado Quiñónez,8.5,2,4.93,2,preciado,6,1.7,,,,,,,,,1.0,1.0,,,,,,,,1.0,
Mbuku,Mbuku,106362,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_THHCJDx.png,0,0.0,Nathanaël Mbuku,0.0,4,4.0,2,mbuku,6,0.0,,,,,,,,,,,,,,,,,,,
Kossounou,Kossounou,106384,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Op8anSf.png,2,2.75,Odilon Dorgeless Kossounou Kouakou,0.5,3,4.9,2,kossounou,7,-0.87,,,,,,,,,1.0,,,,,,,,,1.0,
De Ketelaere,D. Ketelaere,106387,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_UDp7HuT.png,1,6.5,Charles Marc De Ketelaere,0.0,5,8.71,2,de-ketelaere,6,0.0,,,,,4.0,,,,1.0,,,,,,,,,,
Diatta,Diatta,106388,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_LsxUBZo.png,2,3.25,Krépin Diatta,0.5,2,5.85,2,diatta,7,-1.07,,,,,4.0,,,,1.0,,,,,,,,,,
Akgün,Akgün,106404,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_L8WGLsD.png,2,-0.55,Yunus Akgün,0.2,5,4.45,2,akgun,6,-0.75,,1.0,,,,2.0,,,1.0,,,,,,,,,,
Junya Ito,J. Ito,106421,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_S38BpLJ.png,2,5.7,Junya Ito,10.9,4,6.37,2,junya-ito,6,2.16,,,,,2.0,2.0,,,2.0,,1.0,,,,,,,,
Nygren,Nygren,106422,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_a7l1Tjp.png,2,-0.05,Erik Benjamin Nygren,0.2,5,5.41,2,nygren,7,-0.95,,,,,,3.0,,1.0,,,,,,,,,,,
Ronald Araujo,R. Araujo,106431,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Cf4MIOt.png,0,0.0,Ronald Federico Araújo da Silva,0.0,3,7.0,2,ronald-araujo,5,0.0,,,,,,,,,,,,,,,,,,,
Nico González,N. González,106433,Argentina,2357,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_YQf8ypI.png,2,3.4,Nicolás Iván González,1.8,5,7.28,2,nico-gonzalez,7,-0.91,1.0,,,,,,,1.0,2.0,,,,,,,,,,
Kabak,Kabak,106480,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_u54D0DZ.png,0,0.0,Ozan Muhammed Kabak,0.0,3,6.0,2,kabak,6,0.0,,,,,,,,,,,,,,,,,,,
Cakir,Cakir,106482,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_mO8Ls8V.png,2,0.45,Uğurcan Çakir - Ugurcan Çakır,0.3,1,5.0,2,cakir,7,-0.86,,,,3.0,,,,,,,,,3.0,,,,,,
Boudaoui,Boudaoui,106494,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_jELroIa.png,2,0.45,Hicham Boudaoui - Hichem,1.5,4,3.62,2,boudaoui,7,-0.21,,,,,1.0,2.0,,,,,,,,,,,,,
Dest,Dest,106524,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_aePxV6i.png,2,5.1,Sergiño Gianni Dest,8.7,2,6.07,2,dest,7,1.51,,,,,2.0,,1.0,,2.0,,,,,,,,,1.0,
Zeleny,Zeleny,106528,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_wFKPCCp.png,1,2.0,Jaroslav Zelený,0.0,2,3.92,2,zeleny,6,0.0,,,,,1.0,,,,1.0,,,,,,,,,,
Holes,Holes,106529,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_eWvjSLA.png,0,0.0,Tomáš Holeš - Tomás,0.0,3,4.0,2,holes,7,0.0,,,,,,,,,,,,,,,,,,,
Provod,Provod,106534,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_8VI0I4T.png,1,3.1,Lukáš Provod - Lukás,0.0,4,6.72,2,provod,6,0.0,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Konsa,Konsa,106541,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_r5A5a20.png,2,5.15,Ezri Ngoyo Konsa,6.9,3,6.81,2,konsa,7,0.79,,,,,2.0,3.0,1.0,,4.0,,,,,,,,,1.0,
Singo,Singo,106606,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_6PGUCSr.png,2,5.2,Wilfried Stephane Singo,-0.3,2,7.62,2,singo,6,-1.73,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,1.0,
Kim Min-Jae,K. Min-Jae,106656,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_gfsm7xQ.png,1,2.4,Min-jae Kim,0.0,3,7.29,2,kim-min-jae,7,0.0,,,,,2.0,2.0,,,,,,,,,,,,,
Kim Moon-Hwan,K. Moon-Hwan,106658,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_v6lZ0RC.png,0,0.0,Mun-hwan Kim,0.0,2,3.0,2,kim-moon-hwan,7,0.0,,,,,,,,,,,,,,,,,,,
Hwang In-Beom,H. In-Beom,106660,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_X7clkzx.png,1,15.0,In-beom Hwang,0.0,4,9.23,2,hwang-in-beom,7,0.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,
Diallo,Diallo,106680,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_oqOo5vZ.png,2,7.6,Amad Diallo Traoré,6.0,5,8.17,2,diallo,7,0.14,,,,,4.0,,1.0,,,,1.0,,,,,,,,
Müldür,Müldür,106699,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_32UWkFm.png,2,4.15,Mert Müldür,8.3,2,5.56,2,muldur,7,1.52,,,,,4.0,1.0,,2.0,2.0,,,,,,,,,,
Kadesh,Kadesh,106712,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_JZY83Rx.png,0,0.0,Hassan Kadesh Mahboob / Hasan Kadish Mahbub,0.0,3,3.0,2,kadesh,6,0.0,,,,,,,,,,,,,,,,,,,
Al-Shehri,Al-Shehri,106719,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_B5VsDXV.png,0,0.0,Saleh Khaled Al Shehri - Alshehri / Javier,0.0,5,4.0,2,al-shehri,6,0.0,,,,,,,,,,,,,,,,,,,
Barsham,Barsham,106720,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_Q4J6eiD.png,0,0.0,Meshaal Aissa Mohammed Barsham - Issa,0.0,1,4.0,2,barsham,6,0.0,,,,,,,,,,,,,,,,,,,
Ben Hamida,B. Hamida,106768,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_zHyBu8Q.png,2,7.5,Mohamed Amine Ben Hmida,10.5,2,6.01,2,ben-hamida,6,2.03,,,,,10.0,,,,,,,,,,,,,,
Vásquez,Vásquez,106784,México,2360,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_e0zgmg2.png,1,6.5,Johan Felipe Vásquez Ibarra,0.0,3,6.29,2,vasquez,6,0.0,,,,,1.0,,,,,,,,,,,,,1.0,
Thorsby,Thorsby,106854,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_5OPdscB.png,0,0.0,Morten Thorsby,0.0,4,5.0,2,thorsby,6,0.0,,,,,,,,,,,,,,,,,,,
Gordon,Gordon,107027,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ow4J1Pw.png,2,3.3,Anthony Michael Gordon,3.9,5,9.23,2,gordon,7,-0.59,,,,,2.0,1.0,2.0,,3.0,,,,,,,,,,
Igor Thiago,I. Thiago,107045,Brasil,2318,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_LXn7wb4.png,1,3.6,Igor Thiago Nascimento Rodrigues,0.0,5,6.9,2,igor-thiago,6,0.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,
Richard Ríos,R. Ríos,107111,Colômbia,2373,0.7365002878,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_IjJUrGo.png,0,0.0,Richard Ríos Montoya,0.0,4,12.0,2,richard-rios,6,0.0,,,,,,,,,,,,,,,,,,,
Scally,Scally,107143,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_2JE6YBK.png,1,5.5,Joseph Michael Scally - Joe,5.5,2,5.15,2,scally,6,1.15,,,,,,,,,1.0,,,,,,,,,1.0,
Danilo Santos,D. Santos,107231,Brasil,2318,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_ptqOGrU.png,2,0.6,Danilo dos Santos de Oliveira,0.0,4,5.76,2,danilo-santos,6,-1.11,,,,,,,1.0,,,,,,,,,,,,
Wissa,Wissa,107527,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_p32px8Y.png,1,12.4,Yoane Wissa,0.0,5,8.33,2,wissa,7,0.0,,,,,2.0,3.0,,1.0,3.0,,1.0,,,,,,,,
Viñas,Viñas,107559,Uruguai,2356,0.7429971452,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/09/photo_FORMATO_a1hpN9Q.png,2,2.3,Federico Sebastián Viñas Barboza,0.4,5,6.69,2,vinas,7,-1.22,,,,,,,3.0,1.0,1.0,,,,,3.0,,,,,
Ugarte,Ugarte,107560,Uruguai,2356,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_PecbziQ.png,2,4.0,Manuel Ugarte Ribeiro,0.5,4,6.95,2,ugarte,7,-1.3,,,,,3.0,1.0,,1.0,,1.0,,,,,,,,,
Santi Bueno,S. Bueno,107563,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_YYzffUc.png,0,0.0,Santiago Ignacio Bueno Sciutto,0.0,3,8.0,2,santi-bueno,6,0.0,,,,,,,,,,,,,,,,,,,
